Filename,Label,LabelConfidence
2017-06-05_16-34-22_UTC_1.jpg,NoYerb,1
2020-03-16_17-20-02_UTC.jpg,Cans/Enlightenmint,1
2018-03-29_19-14-23_UTC_3.jpg,"Cans/Enlightenmint,Cans/Revelberry,Cans/Slim/Gold,Cans/Bluephoria","1,1,1,1"
2020-04-28_21-55-40_UTC_2.jpg,NoYerb,1
2017-11-13_16-30-30_UTC_2.jpg,NoYerb,1
2021-04-27_16-26-14_UTC.jpg,NoYerb,1
2018-03-15_19-40-20_UTC.jpg,"Cans/Other,Cans/Bluephoria,Cans/Lemon,Cans/Revelberry","1,1,1,1"
2018-04-07_14-24-13_UTC_5.jpg,NoYerb,1
2015-03-04_23-55-40_UTC.jpg,NoYerb,1
2018-11-07_17-32-25_UTC_1.jpg,NoYerb,1
2021-08-14_17-02-19_UTC.jpg,Cans/Slim/Gold,1
2021-02-03_18-02-13_UTC.jpg,Cans/Other,1
2015-06-08_17-11-56_UTC.jpg,NoYerb,1
2019-09-16_17-20-52_UTC.jpg,Cans/Lemon,1
2012-04-02_00-46-22_UTC.jpg,NoYerb,1
2019-03-25_16-15-23_UTC.jpg,"Cans/Other,Bottles/Original","1,1"
2022-05-17_16-02-23_UTC_2.jpg,Cans/Slim/GrapefruitGinger,1
2018-08-04_17-04-06_UTC.jpg,Bottles/Original,1
2020-05-17_17-00-33_UTC.jpg,Cans/Enlightenmint,1
2013-05-29_22-15-32_UTC.jpg,Cans/Lemon,1
2021-04-12_16-32-03_UTC.jpg,"Bottles/Passion,Cans/Revelberry","1,1"
2019-02-07_17-41-31_UTC_4.jpg,Bottles/Original,1
2018-03-12_21-00-28_UTC_3.jpg,NoYerb,1
2022-05-11_15-30-38_UTC_3.jpg,Cans/Other,1
2015-12-14_23-57-13_UTC.jpg,NoYerb,1
2015-09-26_18-34-17_UTC.jpg,NoYerb,1
2013-02-11_21-11-47_UTC.jpg,NoYerb,1
2022-02-15_17-21-33_UTC.jpg,NoYerb,1
2015-01-24_20-00-34_UTC.jpg,Cans/Revelberry,1
2018-08-14_20-32-52_UTC_7.jpg,NoYerb,1
2018-10-12_23-22-56_UTC_8.jpg,NoYerb,1
2016-06-14_16-47-22_UTC.jpg,NoYerb,1
2019-11-06_18-08-12_UTC.jpg,NoYerb,1
2013-03-01_18-45-56_UTC.jpg,NoYerb,1
2017-06-03_20-01-57_UTC.jpg,Cans/Enlightenmint,1
2021-09-28_16-29-34_UTC_5.jpg,Cans/Revelberry,1
2019-09-26_00-36-44_UTC_5.jpg,Cans/Slim/GrapefruitGinger,1
2019-05-19_18-00-27_UTC_6.jpg,NoYerb,1
2019-05-07_22-00-15_UTC_1.jpg,Cans/Bluephoria,1
2018-03-02_21-26-37_UTC.jpg,Cans/Enlightenmint,1
2018-02-24_19-45-11_UTC_2.jpg,Bottles/Raspberry,1
2016-09-20_20-20-52_UTC.jpg,Cans/Slim/Gold,1
2021-11-18_16-34-37_UTC_2.jpg,Cans/Slim/Blackberry,1
2018-03-22_18-09-42_UTC_1.jpg,NoYerb,1
2016-10-05_17-07-02_UTC.jpg,NoYerb,1
2015-08-01_17-22-26_UTC.jpg,NoYerb,1
2016-05-14_15-33-28_UTC.jpg,NoYerb,1
2015-02-24_17-30-46_UTC.jpg,NoYerb,1
2016-09-01_21-26-28_UTC.jpg,NoYerb,1
2018-11-15_16-00-41_UTC_3.jpg,NoYerb,1
2018-07-07_00-25-50_UTC_2.jpg,NoYerb,1
2018-07-11_03-27-33_UTC_7.jpg,NoYerb,1
2018-05-03_19-24-49_UTC_1.jpg,Cans/Bluephoria,1
2021-11-13_19-14-28_UTC_1.jpg,Cans/Other,1
2017-04-27_16-48-31_UTC_2.jpg,NoYerb,1
2019-10-15_17-24-16_UTC_2.jpg,NoYerb,1
2020-08-03_16-47-08_UTC.jpg,Cans/Slim/GrapefruitGinger,1
2016-07-14_19-17-18_UTC.jpg,NoYerb,1
2018-10-02_16-40-27_UTC_4.jpg,NoYerb,1
2022-09-01_17-03-06_UTC_1.jpg,"Cans/Slim/LimaLimon,Bottles/Mint","1,1"
2020-10-08_19-02-38_UTC_5.jpg,NoYerb,1
2020-11-15_18-31-03_UTC_1.jpg,"Cans/Enlightenmint,Cans/Bluephoria,Cans/Slim/Gold","1,1,1"
2015-01-03_06-28-13_UTC.jpg,NoYerb,1
2020-03-06_20-24-04_UTC.jpg,"Cans/Enlightenmint,Cans/Bluephoria,Cans/Slim/Gold,Cans/Slim/GrapefruitGinger,Cans/Slim/LimaLimon","1,1,1,1,1"
2022-10-06_17-00-07_UTC.jpg,Cans/Slim/Gold,1
2022-04-29_16-02-26_UTC_2.jpg,Cans/Enlightenmint,1
2017-03-27_15-44-28_UTC.jpg,NoYerb,1
2019-05-11_18-00-44_UTC_7.jpg,NoYerb,1
2018-04-26_17-15-23_UTC_9.jpg,Bottles/Original,1
2018-04-17_17-11-14_UTC_5.jpg,NoYerb,1
2015-08-04_23-19-58_UTC.jpg,Cans/Slim/Gold,1
2014-02-27_04-37-10_UTC.jpg,"Cans/Other,Bottles/Passion","1,1"
2022-04-04_17-01-00_UTC_2.jpg,NoYerb,1
2021-01-02_19-09-55_UTC_1.jpg,Cans/Bluephoria,1
2017-11-15_00-30-39_UTC.jpg,Bottles/Raspberry,1
2015-08-31_14-10-24_UTC.jpg,NoYerb,1
2019-01-08_17-45-14_UTC.jpg,Cans/Slim/Cranpom,1
2017-09-11_21-00-25_UTC_2.jpg,NoYerb,1
2017-01-24_20-09-13_UTC.jpg,NoYerb,1
2017-04-05_21-23-45_UTC_2.jpg,NoYerb,1
2020-09-20_19-00-42_UTC.jpg,Cans/Slim/Gold,1
2020-12-08_04-40-53_UTC.jpg,Cans/Other,1
2016-12-25_15-16-59_UTC.jpg,NoYerb,1
2018-06-21_15-24-14_UTC_2.jpg,"Bottles/Mint,Bottles/Original","1,1"
2018-04-26_18-55-50_UTC_4.jpg,NoYerb,1
2020-09-07_18-32-03_UTC_3.jpg,NoYerb,1
2017-09-24_17-00-52_UTC_2.jpg,NoYerb,1
2012-06-07_19-49-57_UTC.jpg,NoYerb,1
2018-03-14_16-30-39_UTC_4.jpg,NoYerb,1
2015-01-19_20-51-19_UTC.jpg,NoYerb,1
2018-08-31_16-01-12_UTC.jpg,NoYerb,1
2016-08-11_16-59-01_UTC.jpg,NoYerb,1
2012-06-29_19-31-47_UTC.jpg,Cans/Other,1
2016-12-09_19-43-00_UTC.jpg,NoYerb,1
2019-02-07_17-41-31_UTC_1.jpg,NoYerb,1
2015-07-24_23-30-10_UTC.jpg,Bottles/Other,1
2018-11-12_17-00-40_UTC.jpg,NoYerb,1
2022-08-03_17-11-01_UTC.jpg,NoYerb,1
2016-04-26_03-48-02_UTC.jpg,NoYerb,1
2021-11-15_16-59-59_UTC_1.jpg,"Cans/Slim/Blackberry,Cans/Slim/Gold,Cans/Slim/LimaLimon,Cans/Enlightenmint","1,1,1,1"
2019-01-18_18-00-02_UTC_2.jpg,NoYerb,1
2021-04-13_17-32-31_UTC_2.jpg,NoYerb,1
2020-09-17_17-45-32_UTC_3.jpg,NoYerb,1
2021-10-17_17-35-51_UTC.jpg,Bottles/Other,1
2018-05-14_17-31-37_UTC_4.jpg,NoYerb,1
2021-04-13_17-32-31_UTC_6.jpg,Cans/Enlightenmint,1
2017-11-02_22-30-01_UTC.jpg,Bottles/Mint,1
2019-06-01_18-00-27_UTC_2.jpg,Cans/Enlightenmint,1
2017-09-18_22-15-21_UTC_7.jpg,NoYerb,1
2014-01-19_01-14-38_UTC.jpg,"Cans/Enlightenmint,Cans/Lemon,Cans/Revelberry","1,1,1"
2018-06-14_16-36-27_UTC_1.jpg,Bottles/Mint,1
2017-07-05_16-34-44_UTC_1.jpg,NoYerb,1
2020-03-03_19-02-35_UTC_7.jpg,NoYerb,1
2020-09-15_17-28-23_UTC.jpg,NoYerb,1
2017-07-28_16-37-09_UTC.jpg,NoYerb,1
2017-11-03_20-20-13_UTC_1.jpg,NoYerb,1
2016-01-25_18-26-02_UTC.jpg,NoYerb,1
2016-05-18_17-50-38_UTC.jpg,NoYerb,1
2015-04-04_19-59-04_UTC.jpg,NoYerb,1
2013-11-29_21-29-02_UTC.jpg,NoYerb,1
2017-05-10_22-43-49_UTC_4.jpg,NoYerb,1
2021-08-06_16-04-51_UTC.jpg,Cans/Slim/Other,1
2013-06-27_17-50-15_UTC.jpg,NoYerb,1
2016-04-27_04-20-51_UTC.jpg,NoYerb,1
2017-07-22_16-07-56_UTC.jpg,NoYerb,1
2019-06-29_17-16-48_UTC_2.jpg,"Cans/Revelberry,Cans/Bluephoria","1,1"
2018-03-26_23-41-06_UTC_10.jpg,NoYerb,1
2020-12-04_20-46-23_UTC_5.jpg,Cans/Slim/Blackberry,1
2020-06-24_17-14-34_UTC.jpg,NoYerb,1
2021-09-21_16-29-06_UTC_9.jpg,"Cans/Enlightenmint,Cans/Bluephoria","1,1"
2014-05-17_02-54-34_UTC.jpg,"Cans/Enlightenmint,Cans/Slim/Cranpom","1,1"
2012-09-20_18-22-17_UTC.jpg,NoYerb,1
2019-07-06_17-38-28_UTC.jpg,NoYerb,1
2013-12-27_02-20-28_UTC.jpg,NoYerb,1
2022-05-18_16-04-08_UTC_3.jpg,NoYerb,1
2019-12-21_21-03-31_UTC_2.jpg,NoYerb,1
2022-07-14_16-08-21_UTC.jpg,NoYerb,1
2013-07-13_01-42-37_UTC.jpg,NoYerb,1
2017-09-18_22-15-21_UTC_3.jpg,NoYerb,1
2016-07-19_04-30-12_UTC.jpg,NoYerb,1
2019-10-17_23-52-30_UTC.jpg,Cans/Enlightenmint,1
2020-10-09_20-01-02_UTC.jpg,NoYerb,1
2017-03-31_18-31-36_UTC.jpg,NoYerb,1
2017-05-29_18-15-14_UTC.jpg,NoYerb,1
2021-04-20_16-20-26_UTC_1.jpg,NoYerb,1
2018-03-22_20-48-09_UTC_4.jpg,"Cans/Enlightenmint,Cans/Bluephoria,Cans/Revelberry","1,1,1"
2014-02-16_20-02-58_UTC.jpg,NoYerb,1
2012-06-11_15-19-46_UTC.jpg,NoYerb,1
2019-07-04_17-01-25_UTC.jpg,"Cans/Revelberry,Cans/Bluephoria","1,1"
2015-04-22_19-28-16_UTC.jpg,NoYerb,1
2019-11-28_17-22-12_UTC_2.jpg,Cans/Enlightenmint,1
2020-07-03_22-54-40_UTC_4.jpg,NoYerb,1
2018-02-09_20-00-31_UTC_1.jpg,Cans/Other,1
2021-12-28_18-09-49_UTC_2.jpg,NoYerb,1
2020-07-30_19-39-56_UTC_1.jpg,Cans/Enlightenmint,1
2017-09-18_22-15-21_UTC_6.jpg,NoYerb,1
2020-06-30_22-19-30_UTC.jpg,NoYerb,1
2020-11-08_18-05-11_UTC.jpg,NoYerb,1
2019-01-26_17-41-50_UTC_1.jpg,NoYerb,1
2019-04-10_19-58-37_UTC_3.jpg,NoYerb,1
2020-06-01_19-38-26_UTC_3.jpg,NoYerb,1
2018-07-10_16-33-45_UTC_6.jpg,NoYerb,1
2018-04-05_21-14-55_UTC_9.jpg,"Cans/Lemon,Cans/Revelberry,Cans/Bluephoria","1,1,1"
2014-08-16_23-09-32_UTC.jpg,NoYerb,1
2020-07-03_22-54-40_UTC_10.jpg,NoYerb,1
2018-05-12_18-21-36_UTC_4.jpg,Cans,1
2019-08-31_18-25-44_UTC_2.jpg,Bottles,1
2022-05-14_15-05-20_UTC_1.jpg,Cans,1
2014-11-20_00-06-14_UTC.jpg,NoYerb,1
2014-12-20_03-13-18_UTC.jpg,"Bottles/Mint,Cans/Bluephoria","1,1"
2017-05-16_18-09-21_UTC.jpg,NoYerb,1
2020-12-24_19-00-53_UTC_2.jpg,NoYerb,1
2022-03-19_16-36-22_UTC_3.jpg,NoYerb,1
2021-08-10_17-26-47_UTC_1.jpg,Bottles/Mint,1
2020-06-26_18-58-54_UTC_3.jpg,NoYerb,1
2021-12-01_17-01-09_UTC_4.jpg,NoYerb,1
2021-09-29_16-07-13_UTC.jpg,"Cans/Bluephoria,Cans/Slim/Cranpom","1,1"
2018-05-17_15-31-23_UTC_2.jpg,NoYerb,1
2019-09-26_22-21-22_UTC_1.jpg,Cans/Enlightenmint,1
2014-05-12_20-37-35_UTC.jpg,NoYerb,1
2022-01-25_17-38-06_UTC_4.jpg,Cans/Enlightenmint,1
2021-06-13_01-39-24_UTC_1.jpg,Bottles/Raspberry,1
2013-10-18_04-28-27_UTC.jpg,Bottles,1
2017-09-23_19-01-10_UTC.jpg,Cans/Slim/GrapefruitGinger,1
2016-03-11_01-24-01_UTC.jpg,Bottles,1
2019-01-20_19-16-02_UTC_2.jpg,NoYerb,1
2021-08-16_16-02-45_UTC_7.jpg,NoYerb,1
2014-12-15_05-41-50_UTC.jpg,Cans/Revelberry,1
2020-04-03_17-27-04_UTC_8.jpg,NoYerb,1
2021-01-27_17-02-46_UTC.jpg,Cans/Slim/Blackberry,1
2014-02-19_01-31-27_UTC.jpg,NoYerb,1
2020-04-03_17-27-04_UTC_6.jpg,NoYerb,1
2017-05-21_22-00-35_UTC.jpg,NoYerb,1
2020-07-31_17-24-03_UTC_1.jpg,"Cans/Enlightenmint,Cans/Lemon,Cans/Revelberry","1,1,1"
2012-05-02_19-26-45_UTC.jpg,NoYerb,1
2018-03-20_16-33-23_UTC.jpg,"Cans/Enlightenmint,Cans/Lemon,Cans/Slim/Gold,Cans/Slim/Cranpom","1,1,1,1"
2021-09-12_17-27-07_UTC_2.jpg,Bottles/Original,1
2012-07-06_02-28-37_UTC.jpg,NoYerb,1
2018-07-07_17-04-06_UTC.jpg,Cans,1
2019-06-29_17-16-48_UTC_1.jpg,"Cans/Revelberry,Cans/Bluephoria","1,1"
2014-05-27_22-08-21_UTC.jpg,NoYerb,1
2022-01-02_17-01-46_UTC.jpg,Cans/Revelberry,1
2012-07-29_17-52-22_UTC.jpg,NoYerb,1
2015-04-24_20-28-21_UTC.jpg,NoYerb,1
2016-04-15_21-07-35_UTC.jpg,NoYerb,1
2018-06-26_16-03-06_UTC_2.jpg,Bottles/Other,1
2017-03-01_17-05-21_UTC.jpg,NoYerb,1
2018-04-05_21-14-55_UTC_7.jpg,"Cans/Enlightenmint,Cans/Revelberry,Cans/Bluephoria","1,1,1"
2018-08-30_17-00-36_UTC_1.jpg,NoYerb,1
2016-08-18_23-38-22_UTC.jpg,NoYerb,1
2017-04-13_16-07-30_UTC.jpg,Bottles/Mint,1
2017-04-15_17-45-38_UTC_1.jpg,NoYerb,1
2018-07-08_17-03-03_UTC_1.jpg,NoYerb,1
2018-12-07_17-43-35_UTC_1.jpg,NoYerb,1
2018-04-27_20-40-47_UTC_7.jpg,NoYerb,1
2015-09-06_14-58-34_UTC.jpg,NoYerb,1
2015-12-10_04-53-37_UTC.jpg,NoYerb,1
2018-05-25_19-02-14_UTC_2.jpg,NoYerb,1
2019-11-04_17-57-43_UTC_2.jpg,Cans,1
2021-11-29_16-58-20_UTC_2.jpg,NoYerb,1
2021-01-30_19-00-51_UTC.jpg,Cans/Bluephoria,1
2021-04-16_16-18-05_UTC.jpg,Cans/Lemon,1
2021-06-16_17-10-07_UTC_6.jpg,"Cans/Enlightenmint,Cans/Revelberry","1,1"
2018-03-24_19-00-17_UTC_3.jpg,Cans/Bluephoria,1
2013-12-11_04-10-04_UTC.jpg,NoYerb,1
2016-04-23_15-12-43_UTC.jpg,NoYerb,1
2021-09-28_16-29-34_UTC_2.jpg,NoYerb,1
2022-03-19_16-36-22_UTC_2.jpg,NoYerb,1
2021-02-28_17-00-28_UTC.jpg,Cans,1
2017-04-15_17-45-38_UTC_4.jpg,NoYerb,1
2019-02-20_17-31-11_UTC_3.jpg,NoYerb,1
2018-03-29_19-14-23_UTC_8.jpg,"Cans/Enlightenmint,Cans/Lemon,Cans/Revelberry","1,1,1"
2022-02-07_17-02-44_UTC.jpg,NoYerb,1
2012-12-30_19-53-12_UTC.jpg,NoYerb,1
2020-01-03_22-29-45_UTC_2.jpg,"Cans/Enlightenmint,Cans/Slim/Gold,Cans/Lemon","1,1,1"
2021-03-11_17-30-58_UTC_3.jpg,NoYerb,1
2020-10-16_19-05-29_UTC.jpg,NoYerb,1
2020-07-09_17-02-43_UTC_2.jpg,"Cans/Enlightenmint,Cans/Revelberry,Cans/Bluephoria,Cans/Slim/Gold,Cans/Slim/Cranpom,Cans/Slim/GrapefruitGinger","1,1,1,1,1,1"
2014-12-22_22-45-07_UTC.jpg,NoYerb,1
2019-04-16_18-37-57_UTC_1.jpg,Bottles/Other,1
2020-01-23_18-50-12_UTC_4.jpg,NoYerb,1
2018-06-07_19-07-59_UTC_3.jpg,"Cans/Lemon,Cans/Bluephoria","1,1"
2022-06-15_16-14-42_UTC_8.jpg,NoYerb,1
2020-06-23_17-28-47_UTC_3.jpg,"Cans/Slim/LimaLimon,Cans/Slim/Blackberry","1,1"
2019-04-15_23-30-22_UTC.jpg,NoYerb,1
2018-12-02_18-43-06_UTC_4.jpg,NoYerb,1
2015-06-26_17-35-01_UTC.jpg,Cans/Enlightenmint,1
2020-01-28_18-03-49_UTC_4.jpg,Bottles,1
2019-05-26_18-33-23_UTC_5.jpg,NoYerb,1
2021-09-12_17-27-07_UTC_1.jpg,Bottles/Original,1
2018-03-06_17-00-21_UTC_2.jpg,Cans/Enlightenmint,1
2019-10-19_18-56-05_UTC_2.jpg,NoYerb,1
2015-02-10_01-31-13_UTC.jpg,Bottles,1
2021-11-18_16-34-37_UTC_1.jpg,Cans/Slim/Blackberry,1
2022-04-22_15-01-56_UTC.jpg,NoYerb,1
2015-04-13_17-41-19_UTC.jpg,NoYerb,1
2015-06-02_11-06-11_UTC.jpg,NoYerb,1
2019-01-14_18-04-12_UTC.jpg,Cans/Slim/Other,1
2019-02-11_19-15-15_UTC.jpg,"Cans/Enlightenmint,Cans/Slim","1,1"
2019-06-30_18-04-02_UTC_1.jpg,NoYerb,1
2021-03-11_17-30-58_UTC_1.jpg,NoYerb,1
2020-11-15_18-31-03_UTC_5.jpg,NoYerb,1
2015-09-20_19-00-00_UTC.jpg,Cans/Lemon,1
2015-03-25_19-46-19_UTC.jpg,"Cans/Enlightenmint,Cans/Slim","1,1"
2019-09-04_20-23-15_UTC_3.jpg,NoYerb,1
2018-05-17_15-31-23_UTC_3.jpg,NoYerb,1
2019-01-04_17-00-32_UTC_2.jpg,NoYerb,1
2021-08-22_15-11-24_UTC.jpg,NoYerb,1
2018-03-26_23-41-06_UTC_2.jpg,NoYerb,1
2019-05-30_19-02-14_UTC.jpg,NoYerb,1
2021-02-09_18-04-41_UTC.jpg,NoYerb,1
2016-07-09_16-49-45_UTC.jpg,NoYerb,1
2016-09-13_19-44-10_UTC.jpg,"Cans/Bluephoria,Bottles/Original,Cans/Slim/Cranpom,Cans/Slim/Gold","1,1,1,1"
2018-11-15_16-00-41_UTC_5.jpg,NoYerb,1
2014-04-19_00-57-53_UTC.jpg,NoYerb,1
2017-07-24_16-02-06_UTC.jpg,NoYerb,1
2018-07-24_20-16-41_UTC.jpg,NoYerb,1
2012-05-01_18-49-37_UTC.jpg,NoYerb,1
2021-01-21_18-41-19_UTC_5.jpg,NoYerb,1
2015-01-23_15-37-09_UTC.jpg,NoYerb,1
2018-07-30_22-52-10_UTC_7.jpg,NoYerb,1
2014-05-15_23-35-04_UTC.jpg,Cans/Slim/Cranpom,1
2014-09-02_23-20-22_UTC.jpg,Cans/Enlightenmint,1
2012-12-04_00-30-26_UTC.jpg,NoYerb,1
2018-07-10_16-33-45_UTC_4.jpg,NoYerb,1
2015-04-25_17-31-59_UTC.jpg,NoYerb,1
2022-04-07_16-00-24_UTC_2.jpg,Bottles/Other,1
2016-11-02_15-05-17_UTC.jpg,NoYerb,1
2012-06-19_00-30-51_UTC.jpg,NoYerb,1
2018-09-08_15-37-50_UTC.jpg,NoYerb,1
2020-05-11_16-52-37_UTC.jpg,"Cans/Slim/Cranpom,Cans/Slim/GrapefruitGinger,Bottles/Original,Cans/Bluephoria,Cans/Lemon","1,1,1,1,1"
2019-07-31_21-54-44_UTC_7.jpg,Cans/Slim/Blackberry,1
2019-03-31_17-45-47_UTC.jpg,NoYerb,1
2018-04-07_14-24-13_UTC_6.jpg,NoYerb,1
2015-04-11_20-07-01_UTC.jpg,NoYerb,1
2022-01-03_17-58-29_UTC_1.jpg,"Cans/Bluephoria,Cans/Slim/Gold,Cans/Slim/Cranpom,Cans/Lemon","1,1,1,1"
2017-12-28_18-05-58_UTC_2.jpg,NoYerb,1
2013-04-02_23-21-19_UTC.jpg,NoYerb,1
2022-02-05_19-00-00_UTC_5.jpg,NoYerb,1
2017-05-23_23-42-22_UTC.jpg,Cans/Enlightenmint,1
2015-01-28_21-40-11_UTC.jpg,NoYerb,1
2015-05-20_21-47-23_UTC.jpg,NoYerb,1
2022-06-19_15-02-20_UTC_2.jpg,Bottles/Original,1
2022-11-18_20-20-51_UTC_2.jpg,Cans/Bluephoria,1
2019-08-28_18-11-14_UTC_2.jpg,NoYerb,1
2018-02-13_17-13-13_UTC_2.jpg,NoYerb,1
2015-03-04_18-05-33_UTC.jpg,NoYerb,1
2021-11-18_16-34-37_UTC_3.jpg,Cans/Slim/Blackberry,1
2018-07-12_19-31-09_UTC_7.jpg,Cans/Enlightenmint,1
2017-11-03_20-20-13_UTC_3.jpg,NoYerb,1
2017-10-01_16-15-25_UTC.jpg,NoYerb,1
2020-12-13_18-00-25_UTC.jpg,Cans/Bluephoria,1
2016-03-09_23-55-14_UTC.jpg,NoYerb,1
2018-08-02_16-33-09_UTC.jpg,Cans/Other,1
2013-06-14_21-14-06_UTC.jpg,NoYerb,1
2014-01-09_02-55-48_UTC.jpg,Cans/Slim,1
2021-08-16_16-02-45_UTC_9.jpg,NoYerb,1
2015-04-14_18-37-25_UTC.jpg,NoYerb,1
2018-05-10_17-31-39_UTC_7.jpg,Cans/Bluephoria,1
2019-02-20_17-31-11_UTC_2.jpg,NoYerb,1
2021-02-25_16-59-01_UTC_3.jpg,NoYerb,1
2022-04-17_15-01-07_UTC_9.jpg,"Cans/Enlightenmint,Bottles/Original,Cans/Other","1,1,1"
2019-04-12_20-56-35_UTC_2.jpg,NoYerb,1
2014-08-25_04-26-24_UTC.jpg,NoYerb,1
2018-03-30_17-30-22_UTC_2.jpg,Cans,1
2020-01-23_18-50-12_UTC_5.jpg,NoYerb,1
2020-01-05_19-26-46_UTC_6.jpg,NoYerb,1
2019-09-08_18-47-31_UTC_8.jpg,NoYerb,1
2019-07-23_17-01-03_UTC_1.jpg,NoYerb,1
2017-11-18_16-45-44_UTC.jpg,"Cans/Bluephoria,Cans/Revelberry","1,1"
2015-05-10_16-33-57_UTC.jpg,NoYerb,1
2019-07-20_19-04-16_UTC_4.jpg,NoYerb,1
2013-06-28_23-05-45_UTC.jpg,NoYerb,1
2018-06-08_16-33-03_UTC_4.jpg,NoYerb,1
2014-07-12_03-15-20_UTC.jpg,NoYerb,1
2019-05-19_18-00-27_UTC_8.jpg,NoYerb,1
2020-03-25_19-02-50_UTC_1.jpg,NoYerb,1
2022-04-16_18-12-03_UTC_2.jpg,Cans/Revelberry,1
2019-05-24_18-32-56_UTC_1.jpg,NoYerb,1
2013-11-05_00-55-20_UTC.jpg,Bottles/Other,1
2021-12-14_18-49-56_UTC_1.jpg,"Cans/Revelberry,Cans/Bluephoria","1,1"
2015-08-17_17-02-38_UTC.jpg,NoYerb,1
2021-05-13_15-59-13_UTC.jpg,Cans/Other,1
2020-01-02_20-18-34_UTC_3.jpg,NoYerb,1
2019-04-17_22-08-46_UTC.jpg,Cans/Slim/Other,1
2022-01-07_18-05-18_UTC.jpg,NoYerb,1
2020-02-24_17-24-04_UTC.jpg,Cans/Bluephoria,1
2018-02-15_23-00-56_UTC_3.jpg,NoYerb,1
2013-07-02_16-29-40_UTC.jpg,Cans/Slim/GrapefruitGinger,1
2018-09-21_17-22-48_UTC_5.jpg,NoYerb,1
2021-02-16_17-03-15_UTC_1.jpg,NoYerb,1
